Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015],2020 [YR2020]
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Papua New Guinea,PNG,8.119,7.618,7.471,7.563,7.134,6.585,6.402
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Paraguay,PRY,6.382,5.852,5.621,5.6,5.517,5.446,5.916
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Peru,PER,7.243,6.294,5.782,5.98,6.895,6.438,7.327
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Philippines,PHL,6.781,5.903,5.729,5.513,5.636,5.736,5.566
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Poland,POL,10.2,10,9.6,9.6,9.9,10.4,12.6
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Portugal,PRT,10.3,10.3,10.2,10.2,10,10.5,12
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Puerto Rico,PRI,7.3,8.1,7.48,7.6,7.833,8.084,9.6
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Qatar,QAT,2.241,2.301,2.278,2.073,1.263,1.032,1.219
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Romania,ROU,10.6,12,11.4,12.3,12.8,13.2,15.4
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Russian Federation,RUS,11.2,15,15.3,16.1,14.2,13,14.6
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Rwanda,RWA,15.403,20.369,15.774,10.546,8.068,6.724,5.998
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Samoa,WSM,5.95,5.505,5.138,5.171,5.275,5.281,5.305
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,San Marino,SMR,..,..,..,7.3,6.5,7.1,9.9
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Sao Tome and Principe,STP,10.105,9.984,9.334,8.083,7.055,6.198,6.294
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Saudi Arabia,SAU,4.849,3.982,3.482,2.879,2.498,2.542,2.913
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Senegal,SEN,11.433,11.326,11.181,8.99,7.19,6.109,5.584
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Serbia,SRB,..,12.3,13.8,14.3,14.2,14.6,16.9
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Seychelles,SYC,7.7,7,6.8,8.1,7.4,7.5,6.8
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Sierra Leone,SLE,21.34,21.967,19.794,16.89,13.089,10.712,9.296
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Singapore,SGP,4.7,4.8,4.5,4.4,4.4,4.8,5.2
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Sint Maarten (Dutch part),SXM,..,..,..,3.4,4.1,5.4,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Slovak Republic,SVK,10.3,9.8,9.8,10,9.9,9.9,10.8
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Slovenia,SVN,9.3,9.5,9.3,9.4,9.1,9.6,11.4
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Solomon Islands,SLB,6.548,6.161,5.939,5.829,5.614,5.26,5.082
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Somalia,SOM,18.009,15.753,15.778,15.593,15.358,12.447,11.39
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,South Africa,ZAF,8.031,8.382,10.174,13.177,11.257,9.259,9.425
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,South Sudan,SSD,34.067,32.71,18.587,14.028,11.68,11.072,10.759
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Spain,ESP,8.6,8.7,8.9,8.8,8.2,9.1,10.4
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Sri Lanka,LKA,5.923,6.343,8.101,7.489,7.369,6.98,7.056
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,St. Kitts and Nevis,KNA,..,9.4,..,..,..,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,St. Lucia,LCA,6.061,6.207,6.98,6.924,7.32,7.706,8.205
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,St. Martin (French part),MAF,2.748,2.911,3.63,3.527,3.718,4.257,4.788
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,St. Vincent and the Grenadines,VCT,5.904,6.385,7.056,6.555,6.916,8.105,11.038
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Sudan,SDN,14.831,13.189,9.699,10.065,7.648,7.012,6.67
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Suriname,SUR,7.567,6.975,7.801,8.209,7.109,7.215,7.036
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Sweden,SWE,11.1,10.6,10.5,10.2,9.6,9.3,9.5
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Switzerland,CHE,9.5,9,8.7,8.2,8,8.2,8.8
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Syrian Arab Republic,SYR,4.784,4.503,4.413,3.924,3.701,7.297,4.99
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Tajikistan,TJK,9.681,10.013,7.54,6.116,5.934,5.43,6.121
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Tanzania,TZA,14.477,14.355,13.251,10.879,8.88,6.959,6.179
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Thailand,THA,5.602,5.964,6.043,6.323,6.307,6.724,7.264
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Timor-Leste,TLS,18.691,16.323,10.187,8.796,7.951,7.549,6.831
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Togo,TGO,12.707,12.537,11.898,11.071,10.326,9.165,8.417
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Tonga,TON,6.842,6.827,6.759,6.648,6.605,6.782,6.946
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Trinidad and Tobago,TTO,6.694,6.503,6.98,6.543,6.708,6.797,7.9
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Tunisia,TUN,5.5,4.979,4.773,4.937,5.329,5.811,6.752
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Turkiye,TUR,6.841,6.229,5.616,5.35,5.251,5.125,6.378
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Turkmenistan,TKM,8.257,7.788,6.949,6.869,6.377,6.53,6.836
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Turks and Caicos Islands,TCA,6.216,6.222,4.463,3.802,5.592,6.833,8.823
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Tuvalu,TUV,10.413,9.899,10.043,9.902,9.988,10.126,10.188
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Uganda,UGA,18.094,17.294,15.297,11.637,8.832,6.648,5.852
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Ukraine,UKR,12.1,15.4,15.4,16.6,15.2,14.9,15.9
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,United Arab Emirates,ARE,2.704,2.559,2.107,1.563,0.795,1.014,1.766
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,United Kingdom,GBR,11.2,11.1,10.3,9.6,8.9,9.2,10.4
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,United States,USA,8.6,8.8,8.5,8.3,7.995,8.44,10.3
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Uruguay,URY,9.388,9.363,9.124,9.166,9.369,9.559,9.432
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Uzbekistan,UZB,6.1,6.4,5.5,5.4,4.8,4.9,5.1
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Vanuatu,VUT,6.635,6.01,5.512,5.751,6.056,6.001,5.487
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Venezuela, RB",VEN,4.753,4.766,4.964,5.189,5.568,5.996,7.575
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Vietnam,VNM,6.816,5.924,5.755,5.865,6.193,6.444,6.169
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Virgin Islands (U.S.),VIR,4.625,5.025,6,6.1,6.6,7.3,8.4
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,West Bank and Gaza,PSE,6.72,5.42,4.5,4,3.484,3.304,3.489
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Yemen, Rep.",YEM,11.198,9.642,7.94,6.413,5.602,6.137,6.509
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Zambia,ZMB,16.597,17.434,16.876,12.659,9.219,7.196,6.602
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Zimbabwe,ZWE,8.747,12.825,16.801,16.82,13.281,8.774,8.132
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Afghanistan,AFG,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Albania,ALB,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Algeria,DZA,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,American Samoa,ASM,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Andorra,AND,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Angola,AGO,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Argentina,ARG,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Armenia,ARM,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Aruba,ABW,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Australia,AUS,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Austria,AUT,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Bahrain,BHR,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Bangladesh,BGD,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Barbados,BRB,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Belarus,BLR,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Belgium,BEL,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Belize,BLZ,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Benin,BEN,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Bermuda,BMU,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Bhutan,BTN,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Bolivia,BOL,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Botswana,BWA,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Brazil,BRA,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Bulgaria,BGR,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Burkina Faso,BFA,..,..,..,..,58.7,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Burundi,BDI,..,..,..,..,27.1,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Cambodia,KHM,..,..,35.4,..,24.3,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Cameroon,CMR,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Canada,CAN,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Central African Republic,CAF,..,9.9,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Chad,TCD,..,..,..,..,..,18.8,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Channel Islands,CHI,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Chile,CHL,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,China,CHN,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Colombia,COL,46.4,56.8,64,68.2,75.1,77.7,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Comoros,COM,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,"Congo, Rep.",COG,..,..,..,26.8,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Costa Rica,CRI,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Cote d'Ivoire,CIV,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Croatia,HRV,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Cuba,CUB,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Curacao,CUW,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Cyprus,CYP,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Czechia,CZE,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Denmark,DNK,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Djibouti,DJI,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Dominica,DMA,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Dominican Republic,DOM,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Ecuador,ECU,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,El Salvador,SLV,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Eritrea,ERI,..,38.4,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Estonia,EST,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Eswatini,SWZ,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Ethiopia,ETH,..,..,35.7,43.3,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Fiji,FJI,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Finland,FIN,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,France,FRA,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,French Polynesia,PYF,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Gabon,GAB,..,..,30.5,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,"Gambia, The",GMB,..,..,..,..,..,..,41.4
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Georgia,GEO,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Germany,DEU,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Ghana,GHA,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Gibraltar,GIB,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Greece,GRC,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Greenland,GRL,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Grenada,GRD,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Guam,GUM,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Guatemala,GTM,..,35.4,..,..,..,56.4,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Guinea,GIN,..,..,..,36.3,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Guyana,GUY,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Haiti,HTI,..,13.8,30.8,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Honduras,HND,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Hungary,HUN,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Iceland,ISL,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,India,IND,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Indonesia,IDN,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Iraq,IRQ,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Ireland,IRL,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Isle of Man,IMN,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Israel,ISR,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Italy,ITA,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Jamaica,JAM,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Japan,JPN,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Jordan,JOR,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Kazakhstan,KAZ,..,39.1,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Kenya,KEN,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Kiribati,KIR,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Kosovo,XKX,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Kuwait,KWT,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Lao PDR,LAO,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Latvia,LVA,..,..,..,..,..,..,..
