Index,Year,"Region, development group, country or area",Notes,Location code,Type of data,0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
1778,2020,   Saint Pierre and Miquelon*,33,666,B,  21,  24,  33,  34,  31,  41,  48,  63,  43,  37,  31,  21,  10,  5,4,  29,  475
1779,1990,   United States of America*,34,840,B, 151 208, 281 268, 417 371, 639 217, 975 715,1 232 561,1 303 539,1 179 498,1 066 612, 863 553, 751 500, 622 427, 582 412, 433 298, 372 568,1 005 294,11 878 041
1780,1995,   United States of America*,34,840,B, 134 285, 353 390, 501 178, 743 682,1 098 801,1 467 992,1 617 718,1 622 057,1 419 029,1 149 855,1 058 912, 806 589, 650 588, 463 286, 504 147, 827 385,14 418 894
1781,2000,   United States of America*,34,840,B, 221 398, 413 742, 611 754, 903 381,1 405 190,1 790 551,1 937 690,1 949 275,1 747 121,1 445 951,1 211 600, 913 475, 805 642, 563 020, 588 027, 995 451,17 503 268
1782,2005,   United States of America*,34,840,B, 206 616, 514 719, 761 058,1 085 960,1 341 212,1 908 921,2 065 786,2 078 137,1 862 619,1 744 352,1 461 638,1 137 216,1 002 971, 735 916, 653 311,1 082 983,19 643 415
1783,2010,   United States of America*,34,840,B, 192 251, 515 870, 762 760,1 088 390,1 417 290,2 023 955,2 190 274,2 203 370,2 222 445,2 081 330,1 804 003,1 517 492,1 338 354, 932 654, 827 966,1 371 070,22 489 474
1784,2015,   United States of America*,34,840,B, 211 163, 327 190, 533 462, 918 281,1 370 459,1 833 311,2 280 089,2 519 602,2 594 251,2 415 439,2 179 353,1 876 625,1 622 262,1 304 196, 953 662,1 792 659,24 732 004
1785,2020,   United States of America*,34,840,B, 223 457, 346 211, 564 256, 971 580,1 450 860,1 940 305,2 412 509,2 665 242,2 743 818,2 554 592,2 304 883,1 984 343,1 714 698,1 378 070,1 007 317,1 891 699,26 153 840
1800,1990,   Australia*,,36,B, 16 390, 44 878, 62 128, 79 067, 117 220, 165 448, 190 343, 193 379, 207 964, 178 783, 143 393, 121 818, 108 023, 105 855, 81 196, 126 132,1 942 017
1801,1995,   Australia*,,36,B, 11 557, 38 741, 61 405, 80 354, 112 921, 152 097, 199 880, 206 627, 205 641, 216 234, 167 365, 140 395, 119 391, 109 197, 96 833, 141 412,2 060 050
1802,2000,   Australia*,,36,B, 14 420, 36 120, 58 510, 83 410, 113 920, 144 680, 179 900, 219 400, 220 190, 218 190, 212 620, 158 270, 140 150, 115 630, 100 710, 180 230,2 196 350
1803,2005,   Australia*,,36,B, 17 244, 44 539, 62 854, 93 124, 141 149, 161 457, 184 467, 211 452, 244 219, 215 007, 232 885, 219 693, 163 163, 139 014, 111 768, 216 805,2 458 840
1804,2010,   Australia*,,36,B, 28 050, 63 380, 78 300, 108 420, 211 600, 256 770, 237 350, 236 550, 248 960, 243 460, 263 160, 219 230, 217 330, 160 390, 133 750, 254 250,2 960 950
1805,2015,   Australia*,,36,B, 31 440, 71 709, 90 325, 122 401, 208 126, 301 407, 326 332, 281 610, 267 883, 264 997, 269 957, 246 677, 220 543, 214 701, 156 550, 311 742,3 386 400
1806,2020,   Australia*,,36,B, 45 857, 52 895, 94 929, 205 272, 319 439, 380 498, 322 715, 322 326, 296 938, 273 848, 269 766, 280 510, 248 704, 210 330, 200 017, 349 629,3 873 673
1807,1990,   New Zealand*,35,554,B, 4 792, 9 073, 10 129, 12 531, 17 128, 22 371, 23 044, 22 597, 23 971, 19 477, 16 980, 15 146, 14 563, 14 363, 11 588, 22 071, 259 824
1808,1995,   New Zealand*,35,554,B, 5 755, 10 891, 14 184, 16 879, 18 037, 23 679, 28 742, 27 392, 25 845, 25 367, 19 547, 17 056, 15 177, 14 141, 13 292, 23 403, 299 387
1809,2000,   New Zealand*,35,554,B, 5 462, 12 812, 16 780, 22 474, 21 668, 23 531, 31 316, 34 726, 31 628, 27 472, 26 062, 20 533, 18 300, 15 640, 13 504, 26 978, 348 886
1810,2005,   New Zealand*,35,554,B, 6 829, 15 521, 21 982, 25 850, 34 732, 31 758, 35 811, 41 612, 42 788, 35 673, 28 894, 26 583, 21 145, 18 440, 14 845, 29 799, 432 262
1811,2010,   New Zealand*,35,554,B, 6 110, 9 062, 18 037, 36 863, 51 630, 54 487, 31 770, 32 888, 41 571, 42 480, 36 007, 29 964, 27 187, 20 701, 17 221, 32 418, 488 396
1812,2015,   New Zealand*,35,554,B, 7 024, 15 671, 22 057, 29 826, 36 617, 44 953, 48 017, 43 787, 50 213, 48 292, 42 062, 34 433, 29 872, 26 037, 19 939, 38 149, 536 949
1813,2020,   New Zealand*,35,554,B, 12 056, 13 649, 22 722, 53 097, 82 705, 85 217, 57 728, 52 558, 49 740, 52 502, 50 494, 45 460, 36 005, 30 488, 25 340, 43 799, 713 560
1821,1990,   Fiji,,242,B R,  475,  387,  333,  325,  452,  616,  674,  585,  505,  460,  403,  381,  306,  209,  141,  184, 6 436
1822,1995,   Fiji,,242,B R,  443,  360,  318,  325,  459,  611,  680,  598,  514,  445,  381,  356,  286,  196,  132,  171, 6 275
1823,2000,   Fiji,,242,B R,  414,  338,  305,  325,  460,  604,  687,  604,  519,  431,  361,  334,  268,  184,  123,  161, 6 118
1824,2005,   Fiji,,242,B R,  387,  325,  305,  327,  439,  567,  640,  579,  500,  420,  354,  321,  258,  176,  118,  155, 5 871
1825,2010,   Fiji,,242,B R,  401,  343,  331,  357,  462,  590,  667,  613,  529,  450,  380,  340,  274,  187,  126,  164, 6 214
1826,2015,   Fiji,,242,B R,  414,  359,  291,  332,  453,  599,  657,  623,  546,  475,  414,  347,  295,  221,  139,  165, 6 330
1827,2020,   Fiji,,242,B R,  431,  375,  303,  296,  431,  596,  681,  617,  558,  494,  440,  380,  302,  240,  166,  176, 6 486
1828,1990,   New Caledonia*,,540,B,  478,  883,  990,  931,  807, 1 028, 1 540, 1 891, 1 895, 1 393, 1 341, 1 217, 1 161,  465,  327,  441, 16 788
1829,1995,   New Caledonia*,,540,B,  572,  960, 1 047, 1 062,  969, 1 342, 1 908, 2 312, 2 202, 1 727, 1 527, 1 436, 1 230,  551,  388,  521, 19 754
1830,2000,   New Caledonia*,,540,B,  669, 1 038, 1 103, 1 193, 1 132, 1 658, 2 269, 2 735, 2 505, 2 063, 1 711, 1 656, 1 297,  639,  448,  603, 22 719
1831,2005,   New Caledonia*,,540,B,  636, 1 063, 1 153, 1 169, 1 282, 1 883, 2 365, 2 833, 2 798, 2 415, 2 004, 1 828, 1 598,  936,  654,  879, 25 496
1832,2010,   New Caledonia*,,540,B,  605, 1 087, 1 204, 1 143, 1 433, 2 110, 2 449, 2 934, 3 091, 2 769, 2 300, 1 998, 1 902, 1 234,  859, 1 154, 28 272
1833,2015,   New Caledonia*,,540,B,  652, 1 263, 1 354, 1 235, 1 360, 2 711, 3 085, 2 894, 3 182, 3 279, 2 896, 2 278, 1 939, 1 667, 1 183, 1 722, 32 700
1834,2020,   New Caledonia*,,540,B,  335,  846, 1 426, 1 725, 2 107, 2 254, 3 235, 3 186, 3 001, 3 288, 3 228, 2 889, 2 173, 1 641, 1 571, 1 952, 34 857
1835,1990,   Papua New Guinea,,598,C R, 1 338, 1 512, 1 312,  934,  845, 1 202, 1 360, 1 486, 1 304, 1 069,  851,  517,  311,  162,  78,  67, 14 348
1836,1995,   Papua New Guinea,,598,C R, 1 287, 1 377, 1 316,  989,  790,  952, 1 176, 1 302, 1 243, 1 047,  848,  603,  370,  211,  111,  72, 13 694
1837,2000,   Papua New Guinea,,598,C R, 1 059, 1 154,  976,  718,  605,  753,  878,  980,  909,  773,  625,  426,  272,  156,  83,  63, 10 430
1838,2005,   Papua New Guinea,,598,C R, 1 228, 1 299, 1 166,  903,  713,  776,  937, 1 058, 1 054,  920,  756,  552,  356,  212,  116,  74, 12 120
1839,2010,   Papua New Guinea,,598,C R, 1 737, 1 380, 1 246, 1 028,  816,  763,  795,  838,  743,  642,  553,  482,  347,  281,  171,  137, 11 959
1840,2015,   Papua New Guinea,,598,C R, 2 083, 1 335,  985, 1 049,  868,  841,  838,  862,  786,  662,  557,  450,  347,  247,  172,  124, 12 206
1841,2020,   Papua New Guinea,,598,C R, 1 883, 1 165, 1 021, 1 058, 1 126, 1 035,  873,  747,  658,  578,  491,  444,  369,  291,  224,  210, 12 173
1842,1990,   Solomon Islands,,90,B R,  127,  111,  71,  75,  187,  300,  252,  187,  143,  109,  111,  78,  59,  23,  13,  31, 1 877
1843,1995,   Solomon Islands,,90,B R,  129,  112,  70,  72,  181,  290,  243,  181,  138,  105,  108,  75,  58,  31,  18,  39, 1 850
1844,2000,   Solomon Islands,,90,B R,  125,  108,  69,  67,  169,  269,  226,  169,  128,  97,  99,  70,  56,  38,  22,  45, 1 757
1845,2005,   Solomon Islands,,90,B R,  98,  93,  70,  55,  94,  177,  196,  157,  119,  90,  77,  67,  49,  39,  25,  35, 1 441
1846,2010,   Solomon Islands,,90,B R,  80,  78,  67,  52,  62,  112,  154,  145,  113,  86,  69,  59,  47,  36,  26,  28, 1 214
1847,2015,   Solomon Islands,,90,B R,  73,  72,  66,  54,  52,  79,  122,  137,  118,  90,  70,  58,  48,  38,  28,  30, 1 135
1848,2020,   Solomon Islands,,90,B R,  71,  70,  64,  52,  50,  76,  118,  133,  114,  88,  69,  57,  47,  36,  27,  33, 1 105
1849,1990,   Vanuatu,,548,B R,  91,  78,  67,  57,  81,  114,  123,  110,  93,  68,  48,  32,  26,  20,  13,  18, 1 039
1850,1995,   Vanuatu,,548,B R,  102,  87,  73,  61,  86,  132,  147,  123,  99,  78,  52,  34,  27,  22,  13,  30, 1 166
1851,2000,   Vanuatu,,548,B R,  111,  93,  73,  68,  87,  129,  164,  150,  119,  89,  62,  44,  36,  34,  18,  29, 1 306
1852,2005,   Vanuatu,,548,B R,  125,  101,  82,  81,  102,  144,  169,  158,  126,  94,  69,  51,  40,  23,  15,  22, 1 402
1853,2010,   Vanuatu,,548,B R,  142,  110,  93,  97,  120,  153,  169,  158,  132,  101,  79,  60,  46,  20,  13,  11, 1 504
1854,2015,   Vanuatu,,548,B R,  155,  125,  97,  89,  111,  140,  155,  159,  145,  121,  99,  73,  53,  43,  14,  24, 1 603
1855,2020,   Vanuatu,,548,B R,  158,  128,  98,  92,  113,  142,  158,  163,  147,  124,  101,  74,  54,  43,  14,  29, 1 638
1863,1990,   Guam*,36,316,B, 1 802, 2 148, 1 959, 2 196, 3 520, 3 927, 3 545, 2 856, 2 278, 1 531, 1 340, 1 142,  814,  606,  389,  338, 30 391
1864,1995,   Guam*,36,316,B, 1 424, 2 014, 2 180, 2 338, 3 271, 3 755, 3 670, 3 338, 2 714, 2 105, 1 816, 1 396, 1 117,  871,  557,  524, 33 090
1865,2000,   Guam*,36,316,B, 1 044, 1 874, 2 394, 2 474, 3 014, 3 574, 3 784, 3 809, 3 139, 2 669, 2 284, 1 644, 1 519, 1 134,  724,  710, 35 790
1866,2005,   Guam*,36,316,B, 1 087, 1 867, 2 372, 2 482, 2 894, 3 608, 3 937, 3 897, 3 178, 2 662, 2 347, 1 717, 1 462, 1 070,  811,  750, 36 141
1867,2010,   Guam*,36,316,B, 1 128, 1 854, 2 334, 2 482, 2 769, 3 636, 4 119, 3 973, 3 208, 2 651, 2 406, 1 779, 1 416, 1 009,  921,  807, 36 492
1868,2015,   Guam*,36,316,B, 1 152, 1 203, 1 699, 2 396, 2 826, 3 969, 4 208, 3 817, 3 640, 2 874, 2 528, 2 087, 1 350, 1 078,  938, 1 078, 36 843
1869,2020,   Guam*,36,316,B,  841, 1 104, 1 264, 2 317, 3 312, 4 437, 4 500, 3 777, 3 615, 3 407, 2 871, 2 321, 1 678, 1 113, 1 078, 1 329, 38 964
1870,1990,   Kiribati,,296,B,  97,  121,  139,  141,  103,  94,  95,  76,  66,  38,  26,  22,  15,  10,  6,  6, 1 055
1871,1995,   Kiribati,,296,B,  93,  119,  138,  141,  108,  98,  102,  81,  71,  42,  28,  23,  16,  11,  7,  6, 1 084
1872,2000,   Kiribati,,296,B,  87,  116,  135,  140,  112,  102,  104,  84,  75,  44,  29,  25,  17,  11,  7,  7, 1 095
1873,2005,   Kiribati,,296,B,  93,  121,  142,  151,  119,  109,  101,  91,  83,  47,  30,  26,  17,  11,  6,  28, 1 175
1874,2010,   Kiribati,,296,B,  106,  137,  161,  177,  136,  126,  118,  106,  98,  56,  36,  30,  20,  14,  8,  27, 1 356
1875,2015,   Kiribati,,296,B,  78,  104,  131,  161,  170,  155,  144,  109,  102,  86,  41,  30,  28,  15,  8,  18, 1 380
1876,2020,   Kiribati,,296,B,  94,  90,  110,  133,  163,  200,  177,  130,  111,  93,  63,  36,  30,  23,  9,  14, 1 476
1877,1990,   Marshall Islands,,584,B,  32,  24,  20,  23,  42,  57,  71,  52,  39,  25,  15,  11,  8,  8,3,  7,  437
1878,1995,   Marshall Islands,,584,B,  47,  37,  28,  28,  49,  69,  82,  67,  50,  33,  22,  16,  11,  11,  5,  9,  564
1879,2000,   Marshall Islands,,584,B,  67,  55,  38,  33,  57,  82,  101,  86,  66,  44,  31,  22,  15,  13,  6,  11,  727
1880,2005,   Marshall Islands,,584,B,  88,  69,  52,  48,  81,  105,  126,  106,  81,  56,  40,  27,  18,  15,  7,  13,  932
1881,2010,   Marshall Islands,,584,B,  116,  83,  67,  66,  113,  136,  162,  131,  99,  72,  52,  34,  23,  17,  8,  15, 1 194
1882,2015,   Marshall Islands,,584,B,  122,  93,  73,  71,  110,  138,  167,  142,  110,  80,  59,  39,  26,  19,  8,  16, 1 273
1883,2020,   Marshall Islands,,584,B,  124,  100,  76,  69,  80,  119,  162,  141,  123,  95,  66,  44,  26,  26,  13,  13, 1 277
1884,1990,   Micronesia (Fed. States of),,583,B,  125,  112,  144,  220,  256,  188,  141,  111,  90,  72,  54,  36,  20,  8,4,  5, 1 586
1885,1995,   Micronesia (Fed. States of),,583,B,  119,  101,  88,  116,  197,  166,  112,  85,  72,  56,  47,  30,  20,  9,2,3, 1 223
1886,2000,   Micronesia (Fed. States of),,583,B,  106,  98,  105,  116,  179,  206,  162,  106,  90,  72,  58,  44,  27,  17,  6,3, 1 395
1887,2005,   Micronesia (Fed. States of),,583,B,  96,  92,  102,  102,  136,  178,  177,  119,  91,  74,  60,  47,  32,  20,  10,4, 1 340
1888,2010,   Micronesia (Fed. States of),,583,B,  89,  88,  99,  95,  111,  147,  174,  134,  97,  77,  63,  50,  36,  24,  13,  6, 1 303
1889,2015,   Micronesia (Fed. States of),,583,B,  84,  84,  97,  93,  99,  122,  160,  140,  109,  82,  66,  53,  40,  28,  17,  9, 1 283
1890,2020,   Micronesia (Fed. States of),,583,B,  82,  75,  86,  95,  134,  156,  138,  120,  104,  85,  69,  57,  48,  34,  19,  15, 1 317
1891,1990,   Nauru,,520,C R,  95,  73,  60,  64,  118,  174,  182,  159,  125,  84,  54,  37,  30,  21,  11,  22, 1 309
1892,1995,   Nauru,,520,C R,  87,  67,  60,  63,  101,  143,  156,  145,  117,  84,  58,  40,  31,  21,  11,  26, 1 210
1893,2000,   Nauru,,520,C R,  80,  62,  60,  62,  85,  112,  130,  132,  111,  85,  61,  43,  33,  22,  12,  21, 1 111
1894,2005,   Nauru,,520,C R,  71,  65,  50,  55,  66,  89,  105,  111,  106,  91,  67,  50,  39,  30,  21,  29, 1 045
1895,2010,   Nauru,,520,C R,  31,  23,  19,  19,  30,  41,  64,  45,  39,  32,  23,  18,  14,  10,4,  8,  420
1896,2015,   Nauru,,520,C R,  51,  37,  34,  43,  69,  90,  109,  83,  74,  62,  43,  31,  23,  16,  13,  18,  796
1897,2020,   Nauru,,520,C R,  59,  51,  38,  40,  56,  84,  126,  96,  83,  74,  60,  41,  31,  23,  16,  26,  904
1898,1990,   Northern Mariana Islands*,37,580,B,  309,  438,  438,  739, 2 512, 2 804, 2 048, 1 233,  754,  428,  255,  150,  77,  60,  39,  48, 12 332
1899,1995,   Northern Mariana Islands*,37,580,B,  558,  509,  674,  980, 2 266, 3 022, 2 952, 2 052, 1 530,  830,  517,  261,  143,  116,  61,  58, 16 529
1900,2000,   Northern Mariana Islands*,37,580,B,  963,  591, 1 046, 1 285, 1 726, 3 110, 4 314, 3 366, 2 850, 1 460,  961,  445,  248,  211,  94,  65, 22 735
1901,2005,   Northern Mariana Islands*,37,580,B, 1 008,  810,  790, 1 138, 1 546, 2 410, 3 588, 3 368, 2 738, 1 716, 1 004,  541,  337,  235,  154,  182, 21 565
1902,2010,   Northern Mariana Islands*,37,580,B,  312,  360,  344,  665,  859, 1 010, 1 703, 2 345, 2 327, 1 676, 1 058,  471,  306,  223,  110,  176, 13 945
1903,2015,   Northern Mariana Islands*,37,580,B,  359,  249,  349,  519,  820,  904,  860, 1 107, 1 906, 1 901, 1 431,  930,  528,  358,  174,  153, 12 548
1904,2020,   Northern Mariana Islands*,37,580,B,  437,  294,  368,  604,  864, 1 106, 1 018,  985,  809, 1 546, 1 528, 1 216,  869,  498,  304,  214, 12 660
1905,1990,   Palau,,585,B,  60,  59,  61,  70,  135,  174,  149,  114,  80,  46,  23,  10,  8,3,2,  7, 1 001
1906,1995,   Palau,,585,B,  120,  105,  115,  108,  288,  365,  272,  228,  173,  92,  39,  19,  12,3,1,1, 1 941
1907,2000,   Palau,,585,B,  105,  145,  145,  213,  241,  293,  348,  283,  246,  176,  110,  52,  26,  14,  6,2, 2 405
1908,2005,   Palau,,585,B,  86,  103,  187,  205,  208,  290,  311,  317,  278,  220,  137,  47,  17,  12,4,1, 2 423
1909,2010,   Palau,,585,B,  9,  77,  102,  200,  126,  186,  282,  315,  311,  307,  222,  88,  33,  14,3,4, 2 279
1910,2015,   Palau,,585,B,  56,  53,  47,  94,  107,  213,  249,  250,  208,  238,  184,  110,  83,  32,  9,  8, 1 941
1911,2020,   Palau,,585,B,  23,  62,  63,  76,  99,  171,  248,  299,  240,  273,  262,  155,  142,  59,  12,  16, 2 200
1919,1990,   American Samoa*,,16,B,  411,  690,  914, 1 075, 1 474, 1 399, 1 185,  841,  619,  442,  340,  221,  186,  134,  96,  81, 10 108
1920,1995,   American Samoa*,,16,B,  423,  636,  801, 1 036, 1 456, 1 457, 1 366, 1 118,  855,  595,  421,  291,  238,  159,  113,  96, 11 061
1921,2000,   American Samoa*,,16,B,  436,  581,  684,  993, 1 432, 1 512, 1 539, 1 400, 1 097,  752,  505,  363,  293,  185,  131,  111, 12 014
1922,2005,   American Samoa*,,16,B,  421,  530,  662,  867, 1 077, 1 260, 1 394, 1 349, 1 162,  990,  692,  467,  363,  216,  154,  131, 11 735
1923,2010,   American Samoa*,,16,B,  402,  481,  635,  737,  746, 1 006, 1 234, 1 288, 1 213, 1 243,  894,  576,  433,  246,  175,  148, 11 457
1924,2015,   American Samoa*,,16,B,  63,  376,  532,  696,  813,  951, 1 113, 1 134, 1 158, 1 352, 1 161,  838,  531,  385,  203,  209, 11 515
1925,2020,   American Samoa*,,16,B,  69,  79,  420,  599,  743,  995, 1 101, 1 045, 1 018, 1 298, 1 264, 1 094,  779,  473,  321,  263, 11 561
1926,1990,   Cook Islands*,38,184,B R,  165,  173,  147,  118,  101,  85,  80,  60,  48,  36,  29,  27,  18,  18,  15,  24, 1 144
1927,1995,   Cook Islands*,38,184,B R,  161,  169,  146,  128,  110,  91,  92,  62,  51,  40,  32,  28,  20,  19,  16,  24, 1 189
1928,2000,   Cook Islands*,38,184,B R,  159,  166,  147,  140,  121,  98,  88,  65,  56,  45,  37,  31,  23,  18,  15,  24, 1 233
1929,2005,   Cook Islands*,38,184,B R,  154,  163,  183,  185,  169,  140,  121,  93,  75,  65,  51,  43,  32,  28,  19,  32, 1 553
1930,2010,   Cook Islands*,38,184,B R,  155,  164,  184,  221,  215,  185,  164,  119,  104,  82,  73,  57,  43,  40,  27,  41, 1 874
1931,2015,   Cook Islands*,38,184,B R,  164,  153,  173,  207,  236,  218,  202,  153,  125,  104,  86,  74,  53,  48,  34,  48, 2 078
1932,2020,   Cook Islands*,38,184,B R,  164,  167,  169,  199,  223,  241,  233,  188,  157,  125,  107,  86,  68,  59,  43,  60, 2 289
1933,1990,   French Polynesia*,39,258,B R,  566,  752,  769,  768,  894, 1 081, 1 324, 1 233,  952,  564,  521,  339,  221,  137,  103,  162, 10 386
1934,1995,   French Polynesia*,39,258,B R,  564,  869,  840,  791,  898, 1 205, 1 476, 1 332, 1 045, 1 148,  638,  305,  199,  123,  92,  146, 11 671
1935,2000,   French Polynesia*,39,258,B R,  505,  840,  832,  782,  759, 1 180, 1 478, 1 510, 1 290, 1 243,  824,  560,  386,  212,  139,  185, 12 725
1936,2005,   French Polynesia*,39,258,B R,  451,  817,  831,  779,  628, 1 168, 1 492, 1 703, 1 545, 1 347, 1 016,  818,  574,  300,  186,  226, 13 881
1937,2010,   French Polynesia*,39,258,B R,  390,  640,  825,  607,  454,  902, 1 377, 1 579, 1 702, 1 362, 1 202,  901,  637,  479,  237,  309, 13 603
1938,2015,   French Polynesia*,39,258,B R,  367,  604,  728,  534,  381,  759, 1 154, 1 315, 1 619, 1 296, 1 252,  938,  683,  515,  247,  530, 12 922
1939,2020,   French Polynesia*,39,258,B R,  240,  364,  623,  843,  771,  649,  878, 1 073, 1 262, 1 480, 1 277, 1 169,  798,  598,  400,  506, 12 931
1940,1990,   Niue*,40,570,B,  35,  33,  29,  22,  16,  17,  18,  12,  7,  6,  5,3,4,4,2,3,  216
1941,1995,   Niue*,40,570,B,  36,  33,  29,  22,  17,  17,  28,  12,  7,  5,4,3,3,4,1,2,  223
1942,2000,   Niue*,40,570,B,  37,  33,  29,  24,  19,  19,  18,  14,  8,  6,  5,4,4,  5,2,3,  230
1943,2005,   Niue*,40,570,B,  37,  33,  29,  24,  20,  19,  30,  13,  8,  6,  5,4,4,4,1,3,  240
1944,2010,   Niue*,40,570,B,  51,  42,  27,  19,  19,  20,  26,  15,  6,  7,  10,  11,  5,  7,1,4,  270
1945,2015,   Niue*,40,570,B,  41,  35,  29,  22,  21,  22,  29,  17,  11,  6,  6,  10,  10,  5,3,2,  269
1946,2020,   Niue*,40,570,B,  53,  34,  30,  24,  18,  19,  29,  16,  11,  8,  5,4,  6,  8,1,3,  269
1947,1990,   Samoa,,882,B R,  242,  238,  217,  158,  109,  102,  100,  74,  62,  40,  48,  40,  43,  34,  31,  48, 1 586
1948,1995,   Samoa,,882,B R,  403,  225,  232,  247,  212,  169,  143,  114,  77,  64,  44,  55,  47,  60,  44,  107, 2 243
1949,2000,   Samoa,,882,B R,  423,  418,  378,  332,  238,  195,  186,  155,  119,  91,  74,  75,  66,  49,  38,  60, 2 897
1950,2005,   Samoa,,882,B R,  390,  385,  362,  322,  259,  196,  173,  155,  124,  95,  76,  68,  64,  52,  40,  45, 2 806
1951,2010,   Samoa,,882,B R,  334,  330,  317,  289,  246,  193,  156,  139,  117,  93,  72,  60,  55,  48,  38,  41, 2 528
1952,2015,   Samoa,,882,B R,  264,  262,  254,  238,  210,  172,  136,  115,  100,  82,  64,  52,  45,  40,  34,  36, 2 104
1953,2020,   Samoa,,882,B R,  254,  197,  192,  192,  197,  194,  168,  130,  99,  78,  61,  49,  42,  38,  34,  65, 1 990
1954,1990,   Tokelau*,41,772,B R,  24,  32,  28,  16,  14,  12,  7,4,3,3,3,2,3,3,2,  8,  164
1955,1995,   Tokelau*,41,772,B R,  37,  59,  57,  17,  12,  8,  6,  6,4,4,4,3,4,4,3,  10,  238
1956,2000,   Tokelau*,41,772,B R,  43,  50,  71,  50,  33,  24,  17,  10,  7,  6,  6,3,4,  6,  5,  11,  346
1957,2005,   Tokelau*,41,772,B R,  61,  77,  88,  74,  51,  38,  26,  17,  12,  11,  8,  7,  5,  11,  11,  6,  503
1958,2010,   Tokelau*,41,772,B R,  116,  99,  93,  44,  41,  34,  26,  29,  13,  22,  14,  13,  6,  11,  5,  19,  585
1959,2015,   Tokelau*,41,772,B R,  76,  91,  101,  89,  76,  52,  34,  22,  12,  11,  8,  7,  5,  16,  7,  14,  621
1960,2020,   Tokelau*,41,772,B R,  79,  95,  101,  93,  74,  55,  35,  22,  13,  12,  9,  7,  5,  17,  15,  20,  652
1961,1990,   Tonga,,776,B R,  208,  180,  155,  135,  127,  116,  104,  84,  66,  49,  44,  40,  38,  37,  11,  29, 1 423
1962,1995,   Tonga,,776,B R,  232,  203,  171,  149,  138,  125,  111,  91,  70,  53,  48,  45,  43,  31,  15,  31, 1 556
1963,2000,   Tonga,,776,B R,  225,  190,  160,  144,  145,  148,  147,  134,  103,  71,  54,  47,  44,  41,  13,  37, 1 703
1964,2005,   Tonga,,776,B R,  266,  224,  187,  167,  170,  173,  172,  153,  115,  80,  64,  59,  55,  37,  20,  35, 1 977
1965,2010,   Tonga,,776,B R,  227,  191,  175,  167,  191,  211,  213,  196,  150,  101,  72,  60,  52,  45,  13,  40, 2 104
1966,2015,   Tonga,,776,B R,  187,  153,  135,  128,  146,  167,  180,  176,  149,  110,  78,  59,  48,  37,  11,  32, 1 796
1967,2020,   Tonga,,776,B R,  165,  140,  116,  117,  135,  156,  160,  155,  140,  116,  86,  63,  51,  43,  17,  38, 1 698
1968,1990,   Tuvalu,,798,C,  7,  6,3,  6,  11,  15,  15,  14,  12,  11,  10,  7,  8,  5,  5,3,  138
1969,1995,   Tuvalu,,798,C,  7,  6,4,  7,  10,  13,  12,  11,  8,  7,  7,  5,  5,  5,  5,3,  115
1970,2000,   Tuvalu,,798,C,  9,  7,  5,  8,  10,  11,  10,  9,  6,3,4,3,2,4,2,4,  97
1971,2005,   Tuvalu,,798,C,  8,  6,  6,  8,  10,  10,  10,  8,  6,3,3,3,2,4,2,  5,  94
1972,2010,   Tuvalu,,798,C,  8,  7,  8,  9,  10,  11,  10,  9,  7,4,2,2,2,4,2,4,  99
1973,2015,   Tuvalu,,798,C,  8,  8,  8,  8,  9,  12,  10,  9,  8,  5,4,3,3,4,1,4,  104
1974,2020,   Tuvalu,,798,C,  7,  7,  7,  7,  8,  9,  26,  10,  8,  6,4,2,2,2,1,1,  107
1975,1990,   Wallis and Futuna Islands*,42,876,B R,  105,  157,  157,  105,  45,  35,  18,  12,  11,  9,  9,  9,1,2,1,0,  676
1976,1995,   Wallis and Futuna Islands*,42,876,B R,  66,  99,  107,  80,  95,  107,  86,  58,  42,  34,  24,  24,4,4,2,0,  832
1977,2000,   Wallis and Futuna Islands*,42,876,B R,  72,  109,  110,  89,  106,  112,  111,  78,  60,  48,  40,  41,  8,  8,  5,0,  997
1978,2005,   Wallis and Futuna Islands*,42,876,B R,  74,  117,  112,  82,  104,  110,  121,  92,  75,  60,  53,  52,  12,  13,  6,1, 1 084
