Index,Year,"Region, development group, country or area",Notes,Location code,Type of data,0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
1676,2000,   Colombia,,170,B, 5 978, 6 660, 7 677, 5 507, 4 185, 3 773, 3 298, 3 396, 3 103, 2 520, 2 210, 1 945, 1 768, 1 471, 1 051, 1 681, 56 223
1677,2005,   Colombia,,170,B, 5 864, 4 567, 6 118, 5 767, 4 971, 4 132, 3 262, 3 266, 2 975, 2 635, 2 498, 2 198, 1 899, 1 465, 1 252, 2 069, 54 938
1678,2010,   Colombia,,170,B, 7 460, 6 538, 6 881, 6 586, 7 238, 6 747, 5 223, 4 526, 3 554, 2 881, 2 506, 2 086, 1 743, 1 340, 1 109, 1 973, 68 391
1679,2015,   Colombia,,170,B, 9 494, 9 235, 7 623, 7 441, 10 360, 10 460, 7 995, 6 226, 4 234, 3 075, 2 346, 1 762, 1 375, 1 047,  802, 1 683, 85 158
1680,2020,   Colombia,,170,B, 107 671, 110 588, 79 201, 78 355, 124 845, 130 603, 99 298, 73 596, 46 167, 31 081, 21 208, 14 271, 10 196, 7 659, 5 204, 13 792, 953 735
1681,1990,   Ecuador,,218,B R, 1 915, 2 555, 3 250, 3 301, 3 001, 3 253, 3 741, 3 955, 3 446, 2 597, 2 133, 1 628, 1 311,  856,  611,  978, 38 531
1682,1995,   Ecuador,,218,B R, 4 025, 4 425, 4 846, 4 859, 4 953, 4 837, 5 052, 5 127, 4 522, 3 704, 3 164, 2 354, 1 882, 1 445, 1 032, 1 652, 57 879
1683,2000,   Ecuador,,218,B R, 6 574, 6 539, 6 467, 6 415, 6 633, 6 428, 6 205, 6 052, 5 410, 4 774, 4 210, 3 070, 2 440, 2 103, 1 503, 2 404, 77 227
1684,2005,   Ecuador,,218,B R, 9 332, 11 776, 9 985, 8 818, 8 697, 8 793, 7 709, 7 067, 5 708, 4 984, 4 104, 3 199, 2 428, 1 705, 1 218, 1 949, 97 472
1685,2010,   Ecuador,,218,B R, 19 177, 25 523, 20 952, 17 969, 17 143, 17 899, 15 265, 13 712, 10 683, 9 286, 7 433, 5 955, 4 438, 2 822, 2 016, 3 224, 193 497
1686,2015,   Ecuador,,218,B R, 19 242, 22 990, 20 672, 18 105, 17 880, 18 988, 17 538, 15 812, 12 630, 10 154, 7 937, 6 326, 4 919, 2 506, 1 790, 2 863, 200 352
1687,2020,   Ecuador,,218,B R, 40 695, 46 667, 47 034, 36 505, 29 982, 33 933, 34 002, 30 891, 28 066, 24 240, 19 739, 15 081, 8 022, 5 559, 2 659, 3 785, 406 860
1688,1990,   Falkland Islands (Malvinas)*,29,238,B,  29,  25,  23,  32,  51,  64,  61,  40,  49,  39,  25,  18,  13,  8,  5,  6,  488
1689,1995,   Falkland Islands (Malvinas)*,29,238,B,  29,  26,  24,  30,  44,  58,  56,  55,  47,  39,  31,  26,  19,  11,  7,  8,  510
1690,2000,   Falkland Islands (Malvinas)*,29,238,B,  37,  34,  31,  36,  50,  66,  70,  69,  55,  47,  43,  35,  26,  16,  9,  12,  636
1691,2005,   Falkland Islands (Malvinas)*,29,238,B,  39,  38,  36,  43,  53,  64,  67,  69,  60,  54,  47,  38,  28,  17,  10,  12,  675
1692,2010,   Falkland Islands (Malvinas)*,29,238,B,  45,  46,  47,  57,  62,  72,  72,  79,  73,  68,  60,  45,  33,  21,  12,  15,  807
1693,2015,   Falkland Islands (Malvinas)*,29,238,B,  56,  54,  54,  65,  72,  79,  77,  83,  79,  70,  59,  46,  33,  20,  12,  14,  873
1694,2020,   Falkland Islands (Malvinas)*,29,238,B,  69,  66,  67,  80,  90,  98,  99,  112,  99,  86,  72,  56,  40,  23,  14,  18, 1 089
1695,1990,   French Guiana*,30,254,B R, 1 086, 2 187, 3 540, 3 760, 2 571, 2 879, 3 903, 4 280, 3 605, 2 837, 1 997,  829,  621,  373,  168,  207, 34 843
1696,1995,   French Guiana*,30,254,B R, 1 055, 2 063, 3 176, 3 453, 2 800, 3 318, 4 067, 4 370, 3 711, 3 130, 2 335, 1 276,  957,  575,  259,  324, 36 869
1697,2000,   French Guiana*,30,254,B R, 1 037, 1 975, 2 890, 3 220, 3 017, 3 714, 4 238, 4 481, 3 890, 3 356, 2 645, 1 668, 1 252,  751,  338,  423, 38 895
1698,2005,   French Guiana*,30,254,B R, 1 149, 2 372, 4 012, 4 215, 3 591, 4 523, 5 718, 5 481, 4 167, 3 004, 1 869,  866,  869,  553,  150,  190, 42 729
1699,2010,   French Guiana*,30,254,B R, 1 209, 2 338, 2 669, 2 898, 3 120, 4 792, 5 300, 5 394, 4 835, 4 142, 3 551, 2 602, 1 667,  957,  502,  588, 46 564
1700,2015,   French Guiana*,30,254,B R,  580, 1 173, 2 022, 3 343, 3 636, 4 917, 6 364, 6 559, 5 894, 4 398, 3 432, 2 787, 2 311, 1 446,  799,  738, 50 399
1701,2020,   French Guiana*,30,254,B R, 1 183, 1 433, 1 502, 3 431, 5 575, 5 754, 6 099, 6 205, 6 214, 5 596, 3 903, 3 148, 2 563, 1 986, 1 129,  921, 56 642
1702,1990,   Guyana,,328,B R,  211,  281,  254,  126,  115,  132,  149,  164,  160,  143,  130,  128,  90,  55,  28,  34, 2 200
1703,1995,   Guyana,,328,B R,  239,  321,  364,  351,  336,  304,  272,  235,  200,  181,  171,  166,  116,  70,  36,  43, 3 405
1704,2000,   Guyana,,328,B R,  267,  358,  474,  578,  559,  478,  397,  306,  239,  219,  211,  202,  142,  86,  43,  52, 4 611
1705,2005,   Guyana,,328,B R,  204,  282,  388,  582,  751,  754,  671,  544,  378,  294,  243,  240,  197,  136,  85,  68, 5 817
1706,2010,   Guyana,,328,B R,  79,  107,  227,  377,  557,  718,  697,  540,  347,  225,  176,  135,  110,  100,  65,  70, 4 530
1707,2015,   Guyana,,328,B R,  85,  112,  125,  300,  528,  705,  792,  688,  493,  308,  198,  148,  104,  73,  65,  70, 4 794
1708,2020,   Guyana,,328,B R,  394,  452,  493,  809, 1 448, 1 884, 1 987, 1 830, 1 536, 1 222,  833,  593,  410,  266,  161,  179, 14 497
1709,1990,   Paraguay,,600,B R, 5 521, 8 620, 9 801, 11 900, 11 407, 10 429, 9 479, 8 380, 7 204, 5 571, 4 486, 3 233, 2 586, 1 491, 1 153, 1 555, 102 816
1710,1995,   Paraguay,,600,B R, 4 869, 7 042, 7 971, 9 577, 9 973, 10 407, 9 592, 8 578, 7 646, 6 155, 5 068, 3 577, 2 806, 1 701, 1 239, 1 668, 97 869
1711,2000,   Paraguay,,600,B R, 4 203, 5 471, 6 155, 7 284, 8 528, 10 261, 9 591, 8 671, 7 982, 6 640, 5 563, 3 864, 2 984, 1 791, 1 306, 1 758, 92 052
1712,2005,   Paraguay,,600,B R, 3 591, 4 553, 5 357, 6 286, 7 469, 8 795, 8 881, 8 508, 7 903, 6 839, 5 676, 4 422, 3 382, 2 473, 1 519, 2 044, 87 698
1713,2010,   Paraguay,,600,B R, 3 051, 3 744, 4 651, 5 399, 6 529, 7 496, 8 244, 8 340, 7 811, 6 990, 5 762, 4 894, 3 719, 2 784, 1 698, 2 282, 83 394
1714,2015,   Paraguay,,600,B R, 3 083, 3 505, 4 326, 5 077, 6 102, 7 064, 7 830, 8 046, 7 656, 6 920, 5 812, 4 908, 3 826, 2 933, 1 796, 2 419, 81 303
1715,2020,   Paraguay,,600,B R, 3 556, 3 628, 3 879, 5 136, 7 060, 8 574, 8 817, 8 448, 7 972, 7 573, 6 441, 5 218, 4 150, 3 079, 2 197, 2 583, 88 311
1716,1990,   Peru,,604,B R, 1 939, 1 812, 1 647, 1 730, 1 891, 2 150, 2 245, 2 146, 2 010, 1 839, 1 660, 1 462, 1 375, 1 233, 1 437, 1 800, 28 376
1717,1995,   Peru,,604,B R, 1 838, 1 994, 1 589, 1 669, 1 753, 1 988, 2 266, 2 175, 2 073, 1 903, 1 728, 1 551, 1 337, 1 374, 1 057, 1 767, 28 062
1718,2000,   Peru,,604,B R, 1 888, 1 680, 1 766, 1 635, 2 084, 2 606, 2 850, 3 042, 2 897, 2 693, 2 387, 2 049, 1 530, 1 193, 1 182, 1 357, 32 839
1719,2005,   Peru,,604,B R, 2 948, 4 182, 3 333, 2 126, 2 223, 3 212, 2 839, 2 875, 2 733, 2 472, 2 256, 1 958, 1 704, 1 347, 1 034, 1 717, 38 959
1720,2010,   Peru,,604,B R, 2 275, 3 470, 3 861, 3 441, 3 486, 4 275, 5 622, 5 281, 5 029, 4 567, 3 982, 3 205, 2 459, 1 835, 1 368, 1 941, 56 097
1721,2015,   Peru,,604,B R, 2 913, 3 315, 3 428, 5 167, 7 687, 8 386, 8 696, 9 798, 8 715, 8 143, 7 055, 5 647, 4 252, 2 952, 2 047, 2 889, 91 090
1722,2020,   Peru,,604,B R, 62 382, 64 821, 55 424, 43 719, 48 053, 86 313, 76 978, 57 721, 41 496, 33 074, 26 543, 19 957, 9 139, 6 431, 4 486, 5 867, 642 404
1723,1990,   Suriname,,740,C R,  834,  724,  640,  641,  779,  857,  982, 1 049,  923,  723,  600,  348,  317,  161,  101,  88, 9 767
1724,1995,   Suriname,,740,C R, 1 259,  874,  750,  693,  859,  962, 1 154, 1 182, 1 100,  977,  770,  501,  468,  275,  154,  113, 12 091
1725,2000,   Suriname,,740,C R, 1 559, 1 068,  889,  916, 1 127, 1 183, 1 394, 1 439, 1 305, 1 198,  927,  646,  584,  351,  207,  145, 14 938
1726,2005,   Suriname,,740,C R, 1 565, 1 358, 1 202, 1 204, 1 463, 1 610, 1 844, 1 980, 1 732, 1 355, 1 124,  653,  592,  301,  190,  165, 18 338
1727,2010,   Suriname,,740,C R, 2 136, 1 426, 1 266, 1 285, 1 495, 1 650, 2 032, 2 164, 2 000, 1 854, 1 485,  964,  883,  512,  280,  226, 21 658
1728,2015,   Suriname,,740,C R, 2 158, 1 630, 1 361, 1 338, 1 685, 1 787, 2 153, 2 254, 2 194, 2 046, 1 644, 1 092, 1 037,  603,  325,  237, 23 544
1729,2020,   Suriname,,740,C R, 2 286, 1 961, 1 467, 1 395, 1 787, 1 926, 2 215, 2 364, 2 251, 2 239, 2 046, 1 331, 1 374,  827,  491,  311, 26 271
1730,1990,   Uruguay,,858,B R, 1 803, 1 623, 1 463, 1 149, 1 463, 2 406, 3 014, 2 589, 2 131, 2 519, 3 342, 3 899, 3 677, 4 464, 4 196, 6 092, 45 830
1731,1995,   Uruguay,,858,B R, 1 690, 1 604, 1 421, 1 166, 1 496, 2 288, 2 839, 2 425, 1 957, 2 402, 3 119, 3 736, 3 453, 4 194, 3 940, 5 697, 43 427
1732,2000,   Uruguay,,858,B R, 1 646, 1 934, 1 647, 1 809, 1 931, 2 054, 2 672, 2 958, 2 439, 2 124, 2 249, 2 901, 3 191, 2 994, 3 480, 5 066, 41 095
1733,2005,   Uruguay,,858,B R, 1 528, 1 708, 1 809, 1 837, 2 147, 2 143, 2 321, 2 715, 2 808, 2 518, 2 029, 2 109, 2 459, 2 701, 2 435, 4 391, 37 658
1734,2010,   Uruguay,,858,B R, 2 358, 2 134, 1 597, 1 623, 1 571, 1 288, 1 151, 1 121, 1 291, 1 596, 1 788, 1 740, 3 076, 3 737, 3 502, 4 962, 34 535
1735,2015,   Uruguay,,858,B R, 2 427, 2 254, 2 087, 1 915, 2 387, 2 495, 2 074, 1 753, 1 600, 1 657, 1 747, 1 728, 1 612, 2 611, 2 985, 4 310, 35 642
1736,2020,   Uruguay,,858,B R, 4 471, 4 354, 3 993, 3 600, 3 351, 4 041, 3 942, 3 373, 2 941, 2 674, 2 446, 2 214, 1 787, 1 571, 2 238, 3 941, 50 937
1737,1990,   Venezuela (Bolivarian Republic of),,862,B R, 9 765, 8 827, 11 958, 18 868, 28 187, 38 023, 48 599, 57 972, 60 761, 54 165, 46 644, 39 255, 34 008, 27 751, 17 793, 15 003, 517 579
1738,1995,   Venezuela (Bolivarian Republic of),,862,B R, 9 692, 8 760, 11 867, 18 718, 27 960, 37 722, 48 215, 57 505, 60 288, 53 734, 46 272, 38 944, 33 737, 27 528, 17 653, 14 878, 513 473
1739,2000,   Venezuela (Bolivarian Republic of),,862,B R, 9 641, 14 706, 12 318, 18 833, 30 643, 38 358, 43 911, 48 788, 52 232, 52 324, 44 664, 39 452, 32 161, 27 819, 22 898, 19 934, 508 682
1740,2005,   Venezuela (Bolivarian Republic of),,862,B R, 10 931, 13 963, 17 646, 19 778, 30 641, 41 888, 47 388, 49 567, 50 229, 50 960, 48 341, 41 215, 35 122, 28 431, 24 340, 27 757, 538 197
1741,2010,   Venezuela (Bolivarian Republic of),,862,B R, 25 701, 28 756, 28 801, 27 069, 42 282, 54 637, 61 960, 65 413, 66 721, 63 959, 57 781, 48 923, 38 063, 31 040, 17 965, 17 190, 676 261
1742,2015,   Venezuela (Bolivarian Republic of),,862,B R, 26 633, 26 569, 29 013, 34 138, 43 312, 59 692, 65 594, 65 858, 64 502, 62 862, 57 025, 49 787, 41 008, 31 330, 24 931, 21 204, 703 458
1743,2020,   Venezuela (Bolivarian Republic of),,862,B R, 20 505, 20 897, 19 619, 27 378, 44 350, 55 260, 63 899, 63 465, 60 193, 56 939, 52 464, 46 040, 39 498, 31 840, 23 911, 26 565, 652 823
1751,1990,   Bermuda*,31,60,B,  172,  257,  258,  232,  524, 1 095, 1 121,  922,  781,  606,  392,  325,  267,  192,  179,  234, 7 557
1752,1995,   Bermuda*,31,60,B,  177,  206,  291,  315,  383,  691, 1 208, 1 163,  944,  752,  572,  377,  308,  233,  183,  241, 8 044
1753,2000,   Bermuda*,31,60,B,  220,  268,  249,  272,  286,  821, 1 204, 1 248, 1 025,  813,  675,  509,  320,  200,  188,  242, 8 540
1754,2005,   Bermuda*,31,60,B,  100,  232,  286,  326,  377,  416,  920, 1 268, 1 245, 1 018,  723,  663,  471,  275,  197,  266, 8 783
1755,2010,   Bermuda*,31,60,B,  200,  227,  205,  177,  215,  693, 1 132, 1 157, 1 117, 1 030,  850,  656,  502,  371,  219,  284, 9 035
1756,2015,   Bermuda*,31,60,B,  204,  280,  226,  173,  164,  450,  924, 1 167, 1 143, 1 057, 1 039,  836,  623,  445,  314,  376, 9 421
1757,2020,   Bermuda*,31,60,B,  117,  274,  335,  242,  339,  454,  678, 1 056, 1 179, 1 048, 1 006,  846,  808,  503,  373,  466, 9 724
1758,1990,   Canada,,124,B, 20 066, 45 869, 61 518, 87 246, 128 464, 173 602, 185 209, 199 296, 230 394, 192 829, 166 588, 152 027, 138 447, 122 626, 96 804, 108 667,2 109 652
1759,1995,   Canada,,124,B, 14 708, 51 080, 79 788, 98 615, 113 510, 159 078, 212 154, 216 289, 225 194, 251 561, 203 450, 174 333, 161 244, 147 489, 116 579, 131 033,2 356 105
1760,2000,   Canada,,124,B, 24 286, 54 956, 90 944, 122 590, 136 214, 153 561, 216 160, 263 550, 250 208, 246 421, 258 871, 204 878, 172 646, 158 388, 131 720, 173 742,2 659 135
1761,2005,   Canada,,124,B, 21 441, 61 598, 87 426, 127 780, 147 017, 150 959, 200 963, 263 814, 298 650, 272 955, 258 776, 263 567, 209 738, 174 330, 147 567, 229 257,2 915 838
1762,2010,   Canada,,124,B, 32 115, 71 224, 104 608, 135 399, 184 118, 212 743, 223 386, 264 747, 307 443, 321 065, 280 807, 252 830, 247 273, 194 910, 151 549, 252 322,3 236 539
1763,2015,   Canada,,124,B, 29 059, 64 458, 94 661, 122 467, 166 521, 223 671, 235 062, 271 283, 315 358, 361 499, 316 203, 281 651, 275 467, 255 099, 198 253, 322 452,3 533 164
1764,2020,   Canada,,124,B, 41 965, 93 672, 112 977, 137 711, 172 907, 211 238, 250 493, 300 397, 317 640, 344 656, 370 308, 314 257, 280 620, 271 692, 232 505, 375 323,3 828 361
1765,1990,   Greenland*,32,304,B,  172,  270,  271,  235,  470,  749,  767,  812,  955,  850,  469,  251,  118,  55,  18,  10, 6 472
1766,1995,   Greenland*,32,304,B,  111,  175,  167,  151,  246,  475,  577,  574,  542,  723,  619,  309,  122,  51,  24,  9, 4 875
1767,2000,   Greenland*,32,304,B,  96,  122,  131,  115,  169,  407,  549,  531,  519,  501,  634,  509,  212,  82,  22,  17, 4 616
1768,2005,   Greenland*,32,304,B,  92,  129,  110,  83,  163,  344,  506,  479,  502,  480,  443,  556,  381,  129,  46,  18, 4 461
1769,2010,   Greenland*,32,304,B,  95,  121,  103,  53,  133,  276,  406,  477,  445,  427,  443,  394,  394,  234,  80,  38, 4 119
1770,2015,   Greenland*,32,304,B,  97,  123,  100,  58,  109,  235,  331,  390,  426,  435,  440,  411,  330,  245,  144,  77, 3 951
1771,2020,   Greenland*,32,304,B,  69,  119,  108,  68,  127,  261,  363,  357,  369,  385,  408,  382,  340,  192,  141,  133, 3 822
1772,1990,   Saint Pierre and Miquelon*,33,666,B,  29,  46,  53,  33,  31,  50,  65,  67,  54,  54,  36,  15,  10,  8,  6,3,  560
1773,1995,   Saint Pierre and Miquelon*,33,666,B,  34,  48,  61,  50,  40,  55,  79,  87,  70,  54,  43,  24,  15,  10,  9,3,  682
1774,2000,   Saint Pierre and Miquelon*,33,666,B,  38,  52,  68,  54,  46,  54,  67,  80,  81,  72,  54,  34,  18,  14,  11,  13,  756
1775,2005,   Saint Pierre and Miquelon*,33,666,B,  29,  37,  50,  46,  36,  39,  49,  57,  63,  66,  51,  33,  17,  10,  7,  7,  597
1776,2010,   Saint Pierre and Miquelon*,33,666,B,  25,  30,  40,  40,  36,  40,  47,  52,  56,  56,  43,  28,  15,  9,  6,  8,  531
1777,2015,   Saint Pierre and Miquelon*,33,666,B,  24,  27,  35,  38,  37,  47,  50,  52,  52,  51,  38,  25,  14,  9,  6,  11,  516
1778,2020,   Saint Pierre and Miquelon*,33,666,B,  23,  26,  34,  37,  37,  47,  49,  51,  65,  51,  38,  24,  13,  8,  5,  15,  523
1779,1990,   United States of America*,34,840,B, 158 341, 295 975, 455 552, 738 516,1 155 413,1 420 981,1 404 076,1 192 283,1 011 752, 773 340, 637 836, 493 529, 436 771, 311 855, 247 069, 639 696,11 372 985
1780,1995,   United States of America*,34,840,B, 134 981, 341 890, 499 225, 793 185,1 262 792,1 710 788,1 792 257,1 677 085,1 382 925,1 071 174, 931 483, 699 450, 524 714, 354 601, 335 644, 519 965,14 032 159
1781,2000,   United States of America*,34,840,B, 227 148, 428 789, 671 656,1 044 532,1 654 702,2 037 319,2 097 594,2 043 234,1 765 716,1 398 173,1 101 476, 775 959, 636 183, 411 859, 390 150, 626 295,17 310 785
1782,2005,   United States of America*,34,840,B, 215 240, 541 596, 848 006,1 273 862,1 602 095,2 203 761,2 269 742,2 211 434,1 911 589,1 713 416,1 350 503, 982 386, 805 975, 548 250, 441 924, 695 099,19 614 878
1783,2010,   United States of America*,34,840,B, 196 149, 531 673, 832 941,1 251 834,1 660 256,2 290 699,2 358 170,2 296 860,2 233 508,2 001 022,1 630 329,1 281 136,1 050 098, 677 700, 545 467, 856 327,21 694 169
1784,2015,   United States of America*,34,840,B, 222 388, 340 722, 523 763, 943 953,1 532 624,1 969 042,2 355 223,2 502 752,2 520 743,2 331 938,2 100 855,1 754 738,1 418 313,1 076 664, 734 747,1 118 408,23 446 873
1785,2020,   United States of America*,34,840,B, 232 176, 355 720, 546 818, 985 505,1 600 089,2 055 718,2 458 899,2 612 922,2 631 704,2 434 589,2 193 334,1 831 981,1 480 746,1 124 057, 767 089,1 167 649,24 478 996
1800,1990,   Australia*,,36,B, 17 608, 47 393, 67 132, 84 074, 119 448, 162 756, 190 364, 192 274, 219 099, 202 213, 168 370, 141 074, 125 341, 109 735, 76 014, 90 301,2 013 196
1801,1995,   Australia*,,36,B, 12 353, 40 979, 64 895, 84 816, 115 279, 146 963, 194 540, 202 993, 207 069, 235 906, 179 445, 159 665, 134 509, 115 313, 95 337, 103 218,2 093 280
1802,2000,   Australia*,,36,B, 15 390, 38 420, 60 710, 87 740, 116 980, 137 870, 171 100, 213 830, 212 730, 230 480, 208 960, 177 420, 153 890, 124 890, 104 720, 134 770,2 189 900
1803,2005,   Australia*,,36,B, 18 176, 46 791, 65 346, 98 306, 148 871, 158 773, 176 883, 202 608, 233 211, 214 553, 225 415, 227 417, 172 127, 147 356, 114 492, 168 865,2 419 190
1804,2010,   Australia*,,36,B, 29 540, 66 540, 82 530, 116 210, 231 940, 263 750, 232 340, 225 590, 237 900, 232 290, 253 960, 212 080, 222 880, 168 820, 136 590, 209 070,2 922 030
1805,2015,   Australia*,,36,B, 33 885, 77 746, 98 362, 133 076, 225 308, 288 532, 319 454, 280 710, 260 220, 258 603, 263 291, 235 425, 212 901, 219 364, 162 919, 273 534,3 343 330
1806,2020,   Australia*,,36,B, 49 116, 56 995, 102 737, 221 795, 343 671, 361 847, 313 857, 319 226, 286 559, 265 501, 261 391, 265 947, 238 512, 213 529, 206 840, 304 664,3 812 187
1807,1990,   New Zealand*,35,554,B, 4 936, 9 771, 10 545, 13 071, 16 240, 20 360, 21 996, 22 141, 25 037, 21 217, 18 946, 17 517, 18 306, 14 425, 9 787, 13 928, 258 223
1808,1995,   New Zealand*,35,554,B, 6 341, 11 624, 15 195, 17 021, 16 525, 19 904, 25 876, 25 536, 24 670, 26 516, 20 928, 18 624, 16 867, 16 595, 12 177, 14 831, 289 230
1809,2000,   New Zealand*,35,554,B, 5 713, 13 803, 17 909, 23 274, 20 586, 19 789, 25 975, 30 704, 28 826, 26 222, 26 697, 21 228, 19 182, 16 700, 14 904, 18 415, 329 927
1810,2005,   New Zealand*,35,554,B, 7 312, 16 346, 23 232, 27 169, 33 889, 28 099, 30 152, 35 260, 38 241, 33 776, 28 250, 26 997, 21 388, 18 727, 15 177, 23 675, 407 690
1811,2010,   New Zealand*,35,554,B, 6 444, 9 449, 18 929, 38 699, 52 556, 49 254, 27 372, 27 862, 35 930, 38 765, 33 779, 28 790, 26 846, 20 563, 17 083, 26 726, 459 047
1812,2015,   New Zealand*,35,554,B, 7 367, 16 340, 23 215, 31 591, 39 266, 41 694, 42 561, 37 523, 42 505, 43 178, 38 591, 31 832, 29 225, 25 665, 19 476, 32 758, 502 787
1813,2020,   New Zealand*,35,554,B, 12 506, 14 074, 23 652, 55 621, 87 721, 78 114, 50 556, 44 487, 41 587, 46 381, 45 781, 41 533, 34 821, 29 710, 24 470, 37 150, 668 164
1821,1990,   Fiji,,242,B R,  459,  419,  403,  431,  509,  566,  550,  545,  528,  514,  470,  452,  363,  250,  169,  219, 6 847
1822,1995,   Fiji,,242,B R,  433,  395,  389,  437,  520,  565,  560,  562,  544,  501,  447,  427,  343,  236,  159,  208, 6 726
1823,2000,   Fiji,,242,B R,  411,  374,  375,  438,  529,  564,  560,  574,  555,  489,  428,  405,  326,  224,  152,  197, 6 601
1824,2005,   Fiji,,242,B R,  396,  369,  385,  452,  519,  546,  565,  570,  549,  491,  432,  401,  322,  222,  150,  194, 6 563
1825,2010,   Fiji,,242,B R,  422,  402,  431,  508,  561,  585,  599,  620,  598,  540,  476,  436,  350,  241,  163,  211, 7 143
1826,2015,   Fiji,,242,B R,  445,  428,  385,  482,  562,  608,  598,  643,  631,  582,  527,  454,  386,  289,  183,  218, 7 421
1827,2020,   Fiji,,242,B R,  462,  444,  402,  429,  534,  605,  609,  638,  654,  605,  561,  497,  397,  315,  218,  231, 7 601
1828,1990,   New Caledonia*,,540,B,  509,  960, 1 120, 1 093,  969, 1 241, 1 823, 2 258, 2 310, 1 790, 1 839, 1 720, 1 619,  643,  426,  565, 20 885
1829,1995,   New Caledonia*,,540,B,  615, 1 037, 1 158, 1 214, 1 138, 1 580, 2 201, 2 676, 2 597, 2 136, 2 013, 1 963, 1 676,  749,  496,  659, 23 908
1830,2000,   New Caledonia*,,540,B,  719, 1 115, 1 198, 1 336, 1 308, 1 918, 2 563, 3 093, 2 889, 2 482, 2 191, 2 206, 1 736,  856,  568,  754, 26 932
1831,2005,   New Caledonia*,,540,B,  701, 1 161, 1 256, 1 286, 1 428, 2 099, 2 631, 3 230, 3 269, 2 891, 2 481, 2 318, 2 051, 1 219,  811, 1 077, 29 909
1832,2010,   New Caledonia*,,540,B,  682, 1 209, 1 314, 1 240, 1 548, 2 280, 2 687, 3 365, 3 651, 3 300, 2 770, 2 434, 2 365, 1 582, 1 056, 1 403, 32 886
1833,2015,   New Caledonia*,,540,B,  719, 1 266, 1 372, 1 348, 1 433, 2 809, 3 148, 3 170, 3 551, 3 709, 3 387, 2 579, 2 225, 2 248, 1 396, 1 821, 36 181
1834,2020,   New Caledonia*,,540,B,  366,  841, 1 434, 1 862, 2 202, 2 313, 3 275, 3 459, 3 317, 3 677, 3 751, 3 243, 2 471, 2 197, 1 834, 2 042, 38 284
1835,1990,   Papua New Guinea,,598,C R, 1 347, 1 558, 1 300,  992, 1 014, 1 571, 1 875, 2 162, 2 056, 1 847, 1 594,  987,  585,  284,  117,  73, 19 362
1836,1995,   Papua New Guinea,,598,C R, 1 302, 1 426, 1 389, 1 147, 1 030, 1 350, 1 755, 2 047, 2 114, 1 945, 1 701, 1 230,  741,  389,  179,  87, 19 832
1837,2000,   Papua New Guinea,,598,C R,  982, 1 097, 1 081,  917,  865, 1 167, 1 427, 1 677, 1 679, 1 554, 1 359,  942,  594,  312,  143,  78, 15 874
1838,2005,   Papua New Guinea,,598,C R, 1 040, 1 113, 1 221, 1 082,  963, 1 157, 1 494, 1 767, 1 877, 1 771, 1 579, 1 216,  785,  453,  219,  114, 17 851
1839,2010,   Papua New Guinea,,598,C R, 1 301,  964, 1 043,  972,  918, 1 140, 1 473, 1 825, 2 044, 2 027, 1 774, 1 311,  884,  463,  229,  98, 18 466
1840,2015,   Papua New Guinea,,598,C R, 1 701, 1 738, 1 185,  857,  834, 1 022, 1 316, 1 630, 1 820, 1 865, 1 703, 1 286,  872,  516,  257,  132, 18 734
1841,2020,   Papua New Guinea,,598,C R, 1 591, 1 567, 1 268,  898, 1 121, 1 298, 1 416, 1 457, 1 568, 1 692, 1 544, 1 303,  951,  625,  345,  251, 18 895
1842,1990,   Solomon Islands,,90,B R,  115,  109,  81,  83,  200,  304,  325,  278,  228,  186,  171,  109,  84,  33,  20,  23, 2 349
1843,1995,   Solomon Islands,,90,B R,  119,  113,  84,  81,  196,  299,  320,  273,  224,  182,  167,  107,  80,  39,  21,  23, 2 328
1844,2000,   Solomon Islands,,90,B R,  119,  114,  83,  77,  185,  284,  302,  257,  212,  172,  159,  102,  74,  40,  21,  23, 2 224
1845,2005,   Solomon Islands,,90,B R,  97,  94,  79,  63,  105,  186,  237,  225,  187,  153,  134,  105,  71,  50,  28,  16, 1 830
1846,2010,   Solomon Islands,,90,B R,  81,  79,  72,  58,  69,  120,  174,  191,  170,  141,  118,  99,  73,  50,  32,  19, 1 546
1847,2015,   Solomon Islands,,90,B R,  75,  74,  69,  59,  58,  87,  135,  168,  166,  144,  120,  101,  79,  56,  37,  22, 1 450
